Customer_ID,Customer_Name,Customer_Surname,Product_ID,Product_Name,Product_Price,QTY,Store_ID,Store Name,Region,Product_Main_Category,Product_Sub_Category,Purchase_Date,Sales_Rep_ID
289,Adalind,Michael,107,Canned Goods,14,2,7,NewlandsStore,South Carolina,Products,Standard,2021/08/13,66
223,Fred,Lane,71,Tanqueray,17,5,4,Clearwater  Store,Massachussets,Drinks,Promotions,2021/04/18,34
93,Sonya,Torres,37,Bud Light,17,2,1,Boardwalk Store,West Virginia,Drinks,Promotions,2021/02/19,8
154,Teagan,Newton,185,Canned Goods,8,4,2,Glenwood Store,New Mexico,Products,New Releases,2021/06/12,15
360,Ron,Radcliffe,198,Cosmetics,15,4,1,Boardwalk Store,West Virginia,Products,Standard,2021/07/31,4
324,Chuck,Thornton,78,Martell,14,5,3,Brummeria Store,Mississippi,Drinks,Standard,2021/08/17,23
8,Renee,Leslie,16,Kool-Aid,12,2,3,Brummeria Store,Mississippi,Drinks,Standard,2021/04/08,25
450,Tony,Exton,25,Prigat,13,2,9,Lombardy Store,New Mexico,Drinks,Standard,2021/02/21,89
151,Roger,Larkin,29,Blue Moon,5,5,2,Glenwood Store,New Mexico,Drinks,Standard,2021/01/31,20
230,Phoebe,Jones,52,Brahma,16,4,2,Glenwood Store,New Mexico,Drinks,Standard,2021/09/26,20
395,Valentina,Bentley,148,Snack foods,19,4,3,Brummeria Store,Mississippi,Products,Standard,2021/06/21,21
311,Winnie,Owens,115,Meat,4,2,6,Lynnwood Store,Mississippi,Products,New Releases,2021/03/12,57
85,Phillip,Barclay,58,Absolut,16,2,1,Boardwalk Store,West Virginia,Drinks,New Releases,2021/06/27,6
334,Mike,Cox,162,White rice,19,1,10,Faerie Glen Store,Mississippi,Products,Standard,2021/05/01,97
144,Bart,Boyle,47,Mumm,3,2,2,Glenwood Store,New Mexico,Drinks,Standard,2021/09/21,12
487,Victoria,Ingham,28,Hennessy,6,5,7,NewlandsStore,South Carolina,Drinks,Standard,2021/06/17,68
147,Ramon,Gonzales,107,Canned Goods,14,5,2,Glenwood Store,New Mexico,Products,Standard,2021/06/15,20
85,Phillip,Barclay,127,Personal Care,11,1,1,Boardwalk Store,West Virginia,Products,Standard,2021/06/12,2
385,Bryon,Stevenson,48,Frooti,8,4,8,Equestria Store,West Virginia,Drinks,Standard,2021/07/24,74
388,Natalie,Nicolas,64,Cappy,6,3,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/04/26,82
239,Bryon,Mccormick,160,Pet foods,11,2,5,Hazeldean Store Store,Maine,Products,Standard,2021/06/29,46
372,Sonya,Palmer,174,Chicken,17,4,7,NewlandsStore,South Carolina,Products,Standard,2021/01/17,63
327,Christine,Wild,44,Bud Light,11,2,8,Equestria Store,West Virginia,Drinks,Standard,2021/01/19,75
318,Ronald,Hobbs,173,Salmon,14,1,10,Faerie Glen Store,Mississippi,Products,Standard,2021/01/28,92
484,Daron,Vane,108,Snack foods,16,2,3,Brummeria Store,Mississippi,Products,Standard,2021/09/22,23
101,Sofie,Hogg,19,Grolsch,19,2,4,Clearwater  Store,Massachussets,Drinks,New Releases,2021/10/06,33
83,Brad,Drew,188,Canned Goods,3,3,8,Equestria Store,West Virginia,Products,New Releases,2021/04/28,74
135,Bart,Connor,194,Mustard,14,4,4,Clearwater  Store,Massachussets,Products,New Releases,2021/02/06,38
259,Elijah,Saunders,174,Chicken,17,5,5,Hazeldean Store Store,Maine,Products,Standard,2021/03/23,49
211,Henry,Norton,12,Heineken,8,5,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/06/29,6
292,Adalind,Crawley,160,Pet foods,11,3,2,Glenwood Store,New Mexico,Products,Standard,2021/02/24,12
332,Erin,Forth,108,Snack foods,16,5,10,Faerie Glen Store,Mississippi,Products,Standard,2021/09/09,93
123,Colleen,Booth,166,Sauces,5,1,4,Clearwater  Store,Massachussets,Products,New Releases,2021/08/30,37
178,Gabriel,Robe,126,Diet foods,10,1,2,Glenwood Store,New Mexico,Products,Standard,2021/08/06,12
330,Lucas,Ventura,105,Snack foods,9,4,10,Faerie Glen Store,Mississippi,Products,Standard,2021/01/21,95
470,Gina,Durrant,125,Hygiene products,20,4,8,Equestria Store,West Virginia,Products,Standard,2021/04/01,74
289,Adalind,Michael,166,Sauces,5,5,9,Lombardy Store,New Mexico,Products,New Releases,2021/07/11,85
436,Doug,Addison,199,Dairy,20,3,3,Brummeria Store,Mississippi,Products,Standard,2021/08/02,23
26,Nancy,Snow,173,Salmon,14,4,8,Equestria Store,West Virginia,Products,Standard,2021/09/05,73
86,Bryon,Abbot,94,Tsingtao,9,3,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/06/15,35
222,Julian,Chester,75,Nestl̩ Waters,2,5,7,NewlandsStore,South Carolina,Drinks,Standard,2021/03/30,63
30,Keira,Larkin,93,Chivas Regal,3,1,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/01/01,94
151,Roger,Larkin,187,Paper Goods,19,2,2,Glenwood Store,New Mexico,Products,New Releases,2021/06/23,15
230,Phoebe,Jones,24,SunnyD,20,2,10,Faerie Glen Store,Mississippi,Drinks,New Releases,2021/08/05,100
46,Cassandra,Chapman,86,SunnyD,16,1,8,Equestria Store,West Virginia,Drinks,New Releases,2021/06/23,74
161,Ellen,Hammond,146,Baby food,5,4,4,Clearwater  Store,Massachussets,Products,New Releases,2021/05/01,32
265,Doris,Donovan,81,Duvel Golden Ale,20,3,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/09/30,7
38,Brad,Truscott,200,Dry Goods,19,4,8,Equestria Store,West Virginia,Products,Standard,2021/03/04,75
201,Daron,Reid,13,Granini,20,5,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/04/19,95
424,Dalia,Daniells,2,Prigat,20,4,1,Boardwalk Store,West Virginia,Drinks,Promotions,2021/09/08,2
355,Ryan,Brett,169,Dry Goods,16,4,5,Hazeldean Store Store,Maine,Products,New Releases,2021/09/12,48
64,Molly,Trent,128,Coffee,10,3,7,NewlandsStore,South Carolina,Products,Standard,2021/03/07,67
82,Sebastian,Mcneill,9,Hennessy,14,3,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/05/25,85
219,Winnie,Talbot,27,Corona,3,2,8,Equestria Store,West Virginia,Drinks,Standard,2021/04/07,73
207,Abbey,Kirby,51,Tsingtao,10,5,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/08/26,35
122,Hannah,Wallace,38,SunnyD,16,5,7,NewlandsStore,South Carolina,Drinks,Promotions,2021/10/02,62
376,Chanelle,Coates,62,Brahma,2,1,7,NewlandsStore,South Carolina,Drinks,Standard,2021/03/23,67
88,Rebecca,Rogers,182,House-cleaning products,7,4,3,Brummeria Store,Mississippi,Products,Standard,2021/07/01,27
124,Denny,Tobin,23,Ciroc,17,1,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/07/14,44
442,Havana,Abbot,109,House-cleaning products,7,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/09/14,41
500,Sloane,Bell,77,Z Lager,14,3,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/04/15,53
238,Alan,Nielson,159,Baby-care,7,2,2,Glenwood Store,New Mexico,Products,Standard,2021/06/05,13
204,Roger,Campbell,52,Brahma,16,4,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/08/21,50
375,Kieth,Terry,79,Mumm,9,5,2,Glenwood Store,New Mexico,Drinks,Standard,2021/02/25,20
275,Analise,Noon,106,Vegetables,19,2,6,Lynnwood Store,Mississippi,Products,Standard,2021/01/01,54
279,Mark,Gibbons,9,Hennessy,14,3,2,Glenwood Store,New Mexico,Drinks,Promotions,2021/07/06,16
167,Marina,Eaton,177,Dairy,17,5,8,Equestria Store,West Virginia,Products,Promotions,2021/10/06,74
35,Jack,Hogg,195,Fruits,11,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/06/11,45
268,Daron,Page ,47,Mumm,3,5,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/03/27,57
318,Ronald,Hobbs,135,Sweets,2,1,6,Lynnwood Store,Mississippi,Products,Standard,2021/08/19,58
430,Ronald,Saunders,26,Coca Cola,14,2,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/05/08,32
403,Mason,Chapman,23,Ciroc,17,4,6,Lynnwood Store,Mississippi,Drinks,New Releases,2021/01/27,56
314,Benny,Harrison,26,Coca Cola,14,2,9,Lombardy Store,New Mexico,Drinks,Standard,2021/09/29,84
227,Kenzie,Torres,177,Dairy,17,3,3,Brummeria Store,Mississippi,Products,Promotions,2021/03/27,25
399,Alice,Cowan,121,Pet foods,8,4,4,Clearwater  Store,Massachussets,Products,Promotions,2021/08/05,39
13,Martin,Lee,77,Z Lager,14,5,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/01/04,60
165,Alexander,Knott,135,Sweets,2,5,1,Boardwalk Store,West Virginia,Products,Standard,2021/09/22,7
425,Evie,Michael,26,Coca Cola,14,3,8,Equestria Store,West Virginia,Drinks,Standard,2021/06/30,76
78,Paula,Stewart,170,Vegetables,10,2,9,Lombardy Store,New Mexico,Products,New Releases,2021/08/31,82
304,Allison,Groves,91,Pepsi,15,1,10,Faerie Glen Store,Mississippi,Drinks,New Releases,2021/08/17,92
493,Florence,Ebbs,43,Strongbow,15,5,7,NewlandsStore,South Carolina,Drinks,Standard,2021/09/08,69
468,Enoch,Gilmour,135,Sweets,2,1,2,Glenwood Store,New Mexico,Products,Standard,2021/10/01,14
311,Winnie,Owens,148,Snack foods,19,5,2,Glenwood Store,New Mexico,Products,Standard,2021/06/22,18
295,Sebastian,Gosling,186,Coffee,18,3,5,Hazeldean Store Store,Maine,Products,New Releases,2021/04/25,49
287,Johnathan,Asher,136,Housewares,8,2,7,NewlandsStore,South Carolina,Products,Standard,2021/05/12,64
350,Cedrick,Murray,19,Grolsch,19,2,3,Brummeria Store,Mississippi,Drinks,New Releases,2021/08/08,29
219,Winnie,Talbot,155,Decorations,11,3,6,Lynnwood Store,Mississippi,Products,Standard,2021/04/20,56
256,Tom,Cartwright,161,Housewares,18,3,5,Hazeldean Store Store,Maine,Products,Standard,2021/03/27,47
191,Anthony,Franks,49,Duvel Golden Ale,18,4,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/06/06,52
386,Maxwell,Chester,18,Juicy Juice,17,4,10,Faerie Glen Store,Mississippi,Drinks,New Releases,2021/01/08,99
492,Paula,Young,99,Keystone Light,14,3,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/08/08,94
11,Eve,Allen,53,Bacardi,6,4,8,Equestria Store,West Virginia,Drinks,Standard,2021/04/06,80
128,Caleb,Redfern,14,Highland Spring,16,1,3,Brummeria Store,Mississippi,Drinks,Standard,2021/04/13,21
312,Harry,Evans,155,Decorations,11,3,4,Clearwater  Store,Massachussets,Products,Standard,2021/04/10,36
414,Valentina,Weatcroft,187,Paper Goods,19,1,4,Clearwater  Store,Massachussets,Products,New Releases,2021/10/06,38
251,Naomi,Plumb,49,Duvel Golden Ale,18,5,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/04/27,44
115,Kurt,Vince,89,Corona,6,2,8,Equestria Store,West Virginia,Drinks,New Releases,2021/04/20,72
490,Enoch,Janes,111,Dairy,10,2,7,NewlandsStore,South Carolina,Products,Standard,2021/07/05,69
86,Bryon,Abbot,52,Brahma,16,1,2,Glenwood Store,New Mexico,Drinks,Standard,2021/03/31,11
388,Natalie,Nicolas,152,Chicken,11,5,3,Brummeria Store,Mississippi,Products,Promotions,2021/02/08,22
131,Domenic,Connor,50,Strongbow,4,5,7,NewlandsStore,South Carolina,Drinks,Standard,2021/02/21,64
47,Barney,Waterson,22,Keystone Light,11,4,7,NewlandsStore,South Carolina,Drinks,New Releases,2021/05/13,62
112,Eileen,Bowen,48,Frooti,8,3,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/07/27,3
281,Rose,Buckley,27,Corona,3,1,2,Glenwood Store,New Mexico,Drinks,Standard,2021/04/19,16
201,Daron,Reid,11,Brahma,19,1,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/03/04,94
171,Lauren,Dickson,91,Pepsi,15,2,8,Equestria Store,West Virginia,Drinks,New Releases,2021/01/12,75
28,Henry,Weldon,72,Juicy Juice,11,5,6,Lynnwood Store,Mississippi,Drinks,Promotions,2021/02/17,59
204,Roger,Campbell,30,Aquafina,3,2,2,Glenwood Store,New Mexico,Drinks,Promotions,2021/06/15,17
18,Sonya,Reading,133,Personal Care,17,2,5,Hazeldean Store Store,Maine,Products,Standard,2021/01/16,44
235,Bryon,Barclay,46,Granini,11,2,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/06/26,92
296,Keira,Morgan,98,Bud Light,13,2,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/06/25,57
296,Keira,Morgan,88,Coca Cola,2,3,5,Hazeldean Store Store,Maine,Drinks,New Releases,2021/03/11,44
45,Marie,Lakey,36,Coca Cola,9,4,8,Equestria Store,West Virginia,Drinks,Promotions,2021/04/01,71
274,Marigold,Eagle,117,Medicines,14,4,10,Faerie Glen Store,Mississippi,Products,Standard,2021/04/09,97
465,Julius,Faulkner,167,Nonalcoholic beverages,15,1,9,Lombardy Store,New Mexico,Products,New Releases,2021/05/09,84
492,Paula,Young,180,Detergents,4,5,9,Lombardy Store,New Mexico,Products,Standard,2021/09/26,82
360,Ron,Radcliffe,114,Sweets,12,1,4,Clearwater  Store,Massachussets,Products,New Releases,2021/02/11,36
118,Alexia,Preston,2,Prigat,20,3,8,Equestria Store,West Virginia,Drinks,Promotions,2021/08/24,78
460,Catherine,Partridge,21,Absolut,20,3,4,Clearwater  Store,Massachussets,Drinks,New Releases,2021/01/05,36
327,Christine,Wild,183,Snack foods,12,4,3,Brummeria Store,Mississippi,Products,Standard,2021/09/27,23
143,Kendra,Groves,47,Mumm,3,3,8,Equestria Store,West Virginia,Drinks,Standard,2021/01/13,74
63,Michaela,Khan,50,Strongbow,4,5,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/05/19,9
383,Drew,Spencer,76,Granini,2,4,2,Glenwood Store,New Mexico,Drinks,Standard,2021/04/11,19
148,Matthew,Jobson,154,Pet foods,20,5,6,Lynnwood Store,Mississippi,Products,Promotions,2021/03/29,56
187,Kieth,Vass,177,Dairy,17,3,2,Glenwood Store,New Mexico,Products,Promotions,2021/04/15,12
345,Jocelyn,James,12,Heineken,8,1,2,Glenwood Store,New Mexico,Drinks,Standard,2021/07/09,13
141,Marie,Matthews,182,House-cleaning products,7,4,4,Clearwater  Store,Massachussets,Products,Standard,2021/04/03,39
242,Denis,Beal,39,Jameson,11,5,9,Lombardy Store,New Mexico,Drinks,Standard,2021/02/05,82
409,Erick,West,94,Tsingtao,9,4,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/06/25,31
478,Kieth,Lane,45,Orange Bird,16,2,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/09/19,6
415,Lynn,Adams,100,Grolsch,2,4,8,Equestria Store,West Virginia,Products,Standard,2021/03/12,75
74,Skylar,Malone,107,Canned Goods,14,1,1,Boardwalk Store,West Virginia,Products,Standard,2021/07/23,3
280,Caydence,Morgan,37,Bud Light,17,3,6,Lynnwood Store,Mississippi,Drinks,Promotions,2021/09/05,52
454,Bernadette,Denton,183,Snack foods,12,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/02/26,43
135,Bart,Connor,198,Cosmetics,15,5,3,Brummeria Store,Mississippi,Products,Standard,2021/07/22,21
23,Alba,Ranks,1,Highland Spring,9,5,8,Equestria Store,West Virginia,Drinks,New Releases,2021/02/19,79
280,Caydence,Morgan,39,Jameson,11,5,7,NewlandsStore,South Carolina,Drinks,Standard,2021/07/13,70
361,Jules,Tennant,170,Vegetables,10,2,4,Clearwater  Store,Massachussets,Products,New Releases,2021/01/25,34
16,Britney,Whittle,91,Pepsi,15,3,3,Brummeria Store,Mississippi,Drinks,New Releases,2021/01/24,30
17,Owen,Reese,199,Dairy,20,2,2,Glenwood Store,New Mexico,Products,Standard,2021/01/13,14
106,Ethan,Roth,119,Seafood,2,2,4,Clearwater  Store,Massachussets,Products,Promotions,2021/05/06,39
449,Cassandra,Mcguire,139,Baby-care,4,1,4,Clearwater  Store,Massachussets,Products,Standard,2021/05/09,40
281,Rose,Buckley,118,Dishware,12,4,3,Brummeria Store,Mississippi,Products,Standard,2021/03/07,29
393,Nick,Johnson,144,Tea,14,1,9,Lombardy Store,New Mexico,Products,New Releases,2021/09/04,81
172,Isabella,Sherry,114,Sweets,12,4,1,Boardwalk Store,West Virginia,Products,New Releases,2021/01/12,9
389,Vicky,Pearce,189,Olive oil,11,2,5,Hazeldean Store Store,Maine,Products,New Releases,2021/05/08,47
99,Joseph,Pond,136,Housewares,8,1,10,Faerie Glen Store,Mississippi,Products,Standard,2021/07/31,97
137,Jasmine,Rivers,169,Dry Goods,16,3,9,Lombardy Store,New Mexico,Products,New Releases,2021/05/06,87
392,Tess,Pearson,125,Hygiene products,20,4,2,Glenwood Store,New Mexico,Products,Standard,2021/02/09,17
18,Sonya,Reading,44,Bud Light,11,2,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/01/16,38
218,Russel,Ianson,7,SunnyD,3,1,4,Clearwater  Store,Massachussets,Drinks,Promotions,2021/06/29,35
42,Anne,Crawley,67,Grolsch,6,1,6,Lynnwood Store,Mississippi,Drinks,Promotions,2021/06/26,58
221,Phoebe,Ellis,177,Dairy,17,3,7,NewlandsStore,South Carolina,Products,Promotions,2021/05/04,67
427,Cherish,Uddin,175,Fruits,15,4,7,NewlandsStore,South Carolina,Products,Promotions,2021/01/16,64
93,Sonya,Torres,109,House-cleaning products,7,1,8,Equestria Store,West Virginia,Products,Standard,2021/03/12,76
209,Emery,Leigh,81,Duvel Golden Ale,20,2,1,Boardwalk Store,West Virginia,Drinks,Standard,2021/03/20,3
91,Kamila,Roscoe,16,Kool-Aid,12,4,9,Lombardy Store,New Mexico,Drinks,Standard,2021/04/06,90
463,Lillian,Townend,125,Hygiene products,20,5,8,Equestria Store,West Virginia,Products,Standard,2021/09/14,77
161,Ellen,Hammond,140,Tomato sauce,7,2,1,Boardwalk Store,West Virginia,Products,Standard,2021/06/20,6
122,Hannah,Wallace,179,Decorations,8,3,2,Glenwood Store,New Mexico,Products,Standard,2021/08/01,20
455,Harvey,Townend,127,Personal Care,11,3,5,Hazeldean Store Store,Maine,Products,Standard,2021/04/01,48
8,Renee,Leslie,109,House-cleaning products,7,2,2,Glenwood Store,New Mexico,Products,Standard,2021/03/05,18
65,Gina,Sherry,98,Bud Light,13,2,9,Lombardy Store,New Mexico,Drinks,Standard,2021/03/02,81
245,Bryon,Saunders,136,Housewares,8,5,1,Boardwalk Store,West Virginia,Products,Standard,2021/09/27,10
317,Nate,Evans,173,Salmon,14,4,5,Hazeldean Store Store,Maine,Products,Standard,2021/05/28,48
375,Kieth,Terry,15,Juicy Juice,3,2,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/04/30,43
472,Chad,Hill,46,Granini,11,5,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/07/25,91
324,Chuck,Thornton,4,Blue Moon,9,5,8,Equestria Store,West Virginia,Drinks,Promotions,2021/07/31,77
492,Paula,Young,168,Vegetables,16,5,10,Faerie Glen Store,Mississippi,Products,New Releases,2021/07/14,98
224,Aiden,Irving,151,Cereals,20,1,5,Hazeldean Store Store,Maine,Products,Promotions,2021/08/01,45
475,Daron,Harvey,80,Yanjing,20,3,9,Lombardy Store,New Mexico,Drinks,Standard,2021/04/03,82
63,Michaela,Khan,177,Dairy,17,1,7,NewlandsStore,South Carolina,Products,Promotions,2021/01/15,68
427,Cherish,Uddin,95,Mumm,16,3,7,NewlandsStore,South Carolina,Drinks,Standard,2021/10/07,66
488,Chester,Jarvis,155,Decorations,11,2,4,Clearwater  Store,Massachussets,Products,Standard,2021/03/31,31
119,Enoch,Harris,132,Cosmetics,13,4,6,Lynnwood Store,Mississippi,Products,Standard,2021/07/13,51
339,Nicholas,Brock,87,Tanqueray,15,3,7,NewlandsStore,South Carolina,Drinks,New Releases,2021/08/11,70
440,Madison,Turner,76,Granini,2,3,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/06/22,34
352,Drew,Archer,126,Diet foods,10,1,1,Boardwalk Store,West Virginia,Products,Standard,2021/07/21,9
57,Martha,Slater,93,Chivas Regal,3,4,2,Glenwood Store,New Mexico,Drinks,Standard,2021/07/25,14
160,Noah,Dickson,127,Personal Care,11,5,9,Lombardy Store,New Mexico,Products,Standard,2021/08/26,89
51,Wade,Blackburn,135,Sweets,2,4,9,Lombardy Store,New Mexico,Products,Standard,2021/01/21,87
461,Joseph,Palmer,191,Baby-care,3,5,9,Lombardy Store,New Mexico,Products,New Releases,2021/07/15,83
54,Julianna,Nurton,91,Pepsi,15,5,10,Faerie Glen Store,Mississippi,Drinks,New Releases,2021/08/27,100
283,Marvin,Fall,61,Absolut,6,1,9,Lombardy Store,New Mexico,Drinks,New Releases,2021/02/18,87
397,Candace,Eagle,41,Blue Moon,14,5,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/08/17,31
359,Ronald,Corbett,181,Snack foods,14,1,7,NewlandsStore,South Carolina,Products,Standard,2021/01/22,62
437,Holly,Eyres,32,Tanqueray,14,2,8,Equestria Store,West Virginia,Drinks,Promotions,2021/02/22,76
426,Doug,Andrews,13,Granini,20,4,8,Equestria Store,West Virginia,Drinks,Standard,2021/01/31,79
238,Alan,Nielson,106,Vegetables,19,2,7,NewlandsStore,South Carolina,Products,Standard,2021/01/30,69
309,Domenic,Oliver,13,Granini,20,2,3,Brummeria Store,Mississippi,Drinks,Standard,2021/01/19,26
333,Jack,Upsdell,21,Absolut,20,4,8,Equestria Store,West Virginia,Drinks,New Releases,2021/06/24,77
306,Rosalee,Grant,97,Jack Daniels,15,5,7,NewlandsStore,South Carolina,Drinks,Standard,2021/03/18,61
446,Eduardo,Irwin,108,Snack foods,16,1,2,Glenwood Store,New Mexico,Products,Standard,2021/07/04,20
376,Chanelle,Coates,83,Smirnoff,20,5,4,Clearwater  Store,Massachussets,Drinks,New Releases,2021/05/21,35
494,Henry,Bristow,25,Prigat,13,3,7,NewlandsStore,South Carolina,Drinks,Standard,2021/04/23,70
386,Maxwell,Chester,193,Paper Goods,11,3,6,Lynnwood Store,Mississippi,Products,New Releases,2021/07/17,59
179,Nate,Needham,75,Nestl̩ Waters,2,1,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/02/16,42
409,Erick,West,129,Candies,8,3,1,Boardwalk Store,West Virginia,Products,Standard,2021/09/22,6
108,Makena,Parker,123,Housewares,15,1,4,Clearwater  Store,Massachussets,Products,Promotions,2021/06/11,32
298,Sloane,Cobb,99,Keystone Light,14,1,4,Clearwater  Store,Massachussets,Drinks,Standard,2021/03/30,39
38,Brad,Truscott,104,Paper Goods,5,3,4,Clearwater  Store,Massachussets,Products,Promotions,2021/07/15,33
288,Sebastian,Saunders,105,Snack foods,9,3,7,NewlandsStore,South Carolina,Products,Standard,2021/05/15,62
369,Deborah,Pratt,55,Pepsi,5,5,10,Faerie Glen Store,Mississippi,Drinks,New Releases,2021/08/24,100
432,Julianna,Cowan,91,Pepsi,15,4,4,Clearwater  Store,Massachussets,Drinks,New Releases,2021/02/01,40
23,Alba,Ranks,49,Duvel Golden Ale,18,3,2,Glenwood Store,New Mexico,Drinks,Standard,2021/01/09,16
410,Johnny,Little,133,Personal Care,17,2,4,Clearwater  Store,Massachussets,Products,Standard,2021/10/02,31
399,Alice,Cowan,53,Bacardi,6,5,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/09/25,54
151,Roger,Larkin,103,Diet foods,14,1,2,Glenwood Store,New Mexico,Products,Promotions,2021/05/21,12
84,Carter,Yoman,143,Canned Goods,8,3,2,Glenwood Store,New Mexico,Products,New Releases,2021/05/30,11
479,Barney,Clark,174,Chicken,17,5,1,Boardwalk Store,West Virginia,Products,Standard,2021/07/06,6
402,Rowan,Parr,173,Salmon,14,3,2,Glenwood Store,New Mexico,Products,Standard,2021/03/25,14
372,Sonya,Palmer,79,Mumm,9,2,7,NewlandsStore,South Carolina,Drinks,Standard,2021/02/20,65
178,Gabriel,Robe,97,Jack Daniels,15,3,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/07/12,96
144,Bart,Boyle,83,Smirnoff,20,1,7,NewlandsStore,South Carolina,Drinks,New Releases,2021/05/27,63
294,Rylee,Vane,150,Paper Goods,16,4,4,Clearwater  Store,Massachussets,Products,Promotions,2021/07/12,32
270,Crystal,Anderson,154,Pet foods,20,5,8,Equestria Store,West Virginia,Products,Promotions,2021/02/11,76
158,Henry,Power,119,Seafood,2,4,7,NewlandsStore,South Carolina,Products,Promotions,2021/03/23,67
402,Rowan,Parr,128,Coffee,10,2,9,Lombardy Store,New Mexico,Products,Standard,2021/01/05,89
113,Alexander,Mccormick,69,Jameson,3,5,4,Clearwater  Store,Massachussets,Drinks,Promotions,2021/08/24,31
187,Kieth,Vass,176,Tea,20,1,9,Lombardy Store,New Mexico,Products,Promotions,2021/01/31,86
216,Bart,Bristow,117,Medicines,14,5,4,Clearwater  Store,Massachussets,Products,Standard,2021/04/05,40
39,Raquel,Wheeler,1,Highland Spring,9,3,7,NewlandsStore,South Carolina,Drinks,New Releases,2021/07/25,63
93,Sonya,Torres,56,Keystone Light,17,4,8,Equestria Store,West Virginia,Drinks,New Releases,2021/03/23,78
300,Elise,Niles,133,Personal Care,17,5,5,Hazeldean Store Store,Maine,Products,Standard,2021/04/13,49
409,Erick,West,112,Sauces,20,4,8,Equestria Store,West Virginia,Products,Standard,2021/01/23,77
43,Ivette,Anderson,50,Strongbow,4,3,10,Faerie Glen Store,Mississippi,Drinks,Standard,2021/05/08,94
177,Marissa,Norburn,37,Bud Light,17,2,5,Hazeldean Store Store,Maine,Drinks,Promotions,2021/03/16,43
476,Mason,Gallacher,164,White rice,19,5,4,Clearwater  Store,Massachussets,Products,New Releases,2021/09/29,33
190,Lucy,Leigh,192,Dry Goods,10,2,1,Boardwalk Store,West Virginia,Products,New Releases,2021/04/19,3
434,Lauren,Goldsmith,4,Blue Moon,9,3,9,Lombardy Store,New Mexico,Drinks,Promotions,2021/04/23,87
266,Piper,Michael,159,Baby-care,7,1,4,Clearwater  Store,Massachussets,Products,Standard,2021/04/23,40
31,Doug,Chester,44,Bud Light,11,5,6,Lynnwood Store,Mississippi,Drinks,Standard,2021/05/22,58
179,Nate,Needham,46,Granini,11,1,8,Equestria Store,West Virginia,Drinks,Standard,2021/01/14,76
435,Tyler,Brett,124,Dairy,10,3,4,Clearwater  Store,Massachussets,Products,Promotions,2021/08/02,32
165,Alexander,Knott,63,SunnyD,3,1,9,Lombardy Store,New Mexico,Drinks,Standard,2021/07/09,85
143,Kendra,Groves,13,Granini,20,4,7,NewlandsStore,South Carolina,Drinks,Standard,2021/02/24,66
201,Daron,Reid,49,Duvel Golden Ale,18,4,5,Hazeldean Store Store,Maine,Drinks,Standard,2021/01/30,48
126,Chanelle,Gardner,110,Sauces,7,3,3,Brummeria Store,Mississippi,Products,Standard,2021/01/08,28
257,Marjorie,Osmond,104,Paper Goods,5,1,9,Lombardy Store,New Mexico,Products,Promotions,2021/09/16,90
371,Shannon,Villiger,53,Bacardi,6,2,7,NewlandsStore,South Carolina,Drinks,Standard,2021/09/02,61
487,Victoria,Ingham,23,Ciroc,17,2,7,NewlandsStore,South Carolina,Drinks,New Releases,2021/01/03,69
127,Henry,Walsh,86,SunnyD,16,3,1,Boardwalk Store,West Virginia,Drinks,New Releases,2021/10/03,7
74,Skylar,Malone,63,SunnyD,3,4,9,Lombardy Store,New Mexico,Drinks,Standard,2021/05/06,87
